,pobreza,P01F03,P15B02,P15B04,P15B06A,P13A02A,P06B01,P06B10A,P06B10B,P09A03B,P09A03C,P09B02B,P09B02C,P09F03B,P09F03C,P09F04B,P09F04C,P09F05B,P09F05C,P09F06B,P09F06C,P09F07B,P09F07C,P09F08B,P09F08C,P09F09B,P09F09C,P10B01,P10B08,P10B20B,P11A05B,P11A06B
4366,Pobre no extr.,150.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,300.0,0.0,150.0,0.0
4367,Pobre no extr.,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.5,0.0,0.0,0.0,0.0
4368,Pobre ext.,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.3333333333333333,0.0,0.16666666666666666,500.0,83.33333333333333,0.0,0.0
4369,No pobre,0.0,0.0,0.0,0.0,0.0,4,0.0,7.5,0.0,0.0,0.0,15.0,0.25,0.0,0.75,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,7.5,2.25,7.5,0.25,0.0,0.0,0.0,0.0
4370,Pobre no extr.,0.0,0.0,0.0,0.0,0.0,2,0.0,1.25,0.0,0.0,0.0,2.5,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,7.5,0.0,0.0,0.0,0.0,900.0
4371,Pobre no extr.,0.0,0.0,0.0,0.0,0.0,1,0.0,2.5,2.5,0.0,0.0,2.5,0.25,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0.0,0.0,0.0,866.25
4372,No pobre,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,100.0,0.0
4373,No pobre,0.0,0.0,0.0,0.0,0.0,4,0.2,2.0,0.0,0.0,0.0,6.2,0.0,0.0,0.2,8.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.2,0.0,0.2,800.0,100.0,0.0,0.0
4374,Pobre ext.,0.0,0.0,0.0,0.0,0.0,4,0.0,2.142857142857143,0.14285714285714285,0.0,0.0,4.285714285714286,0.2857142857142857,0.0,0.14285714285714285,2.857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.857142857142858,0.42857142857142855,314.2857142857143,0.0,0.0,0.0
4375,No pobre,0.0,0.0,0.0,0.0,1.0,6,0.0,15.0,0.6666666666666666,0.0,0.0,15.0,0.0,1.6666666666666667,0.0,30.0,0.6666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,3.5,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
4376,No pobre,900.0,0.0,0.0,0.0,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.5,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,5.0,2.3333333333333335,0.0,0.5,1050.0,0.0,0.0,0.0
4377,Pobre no extr.,500.0,0.0,0.0,0.0,1.0,2,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.25,0.0,0.5,0.0,0.0,125.0,125.0
4378,No pobre,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,4.0,0.0,0.6666666666666666,1866.6666666666667,0.0,0.0,0.0
4379,Pobre no extr.,0.0,0.0,0.0,0.0,0.0,5,0.0,6.0,0.0,0.0,0.0,6.0,0.0,8.0,1.2,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,0.2,500.0,0.0,60.0,0.0
4380,Pobre ext.,0.0,0.0,0.0,0.0,0.0,5,0.0,13.333333333333334,0.0,0.0,0.0,13.333333333333334,0.0,3.3333333333333335,1.0,6.666666666666667,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,222.22222222222223,0.0
4381,No pobre,0.0,0.0,0.0,0.0,0.0,5,0.0,12.857142857142858,0.0,0.0,0.0,8.571428571428571,0.0,1.4285714285714286,1.1428571428571428,4.285714285714286,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,4.285714285714286,2.857142857142857,0.0,0.14285714285714285,714.2857142857143,71.42857142857143,0.0,0.0
4382,No pobre,0.0,0.0,0.0,0.0,0.0,3,0.0,10.0,0.0,0.0,0.0,10.0,0.0,7.5,2.75,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,15.0,1.75,7.5,0.25,0.0,0.0,0.0,375.0
4383,No pobre,900.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3.6666666666666665,0.0,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,300.0,0.0
4384,Pobre no extr.,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.4,440.0,100.0,0.0,600.0
4385,Pobre no extr.,0.0,0.0,0.0,0.0,0.0,4,0.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,6.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,500.0,100.0,0.0,0.0
4386,Pobre no extr.,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.25,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,7.5,0.5,615.0,0.0,0.0,0.0
4387,Pobre ext.,0.0,0.0,0.0,0.0,0.0,5,0.0,6.0,0.0,0.0,0.2,0.0,0.2,0.0,3.2,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,360.0,0.0,0.0,0.0
4388,Pobre no extr.,2000.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.6,18.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,1.2,6.0,0.2,0.0,0.0,120.0,450.0
4389,Pobre ext.,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,2.2857142857142856,0.0,0.0,0.0,0.42857142857142855,0.0,0.7142857142857143,4.285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1428571428571428,4.285714285714286,0.5714285714285714,714.2857142857143,142.85714285714286,0.0,0.0
4390,No pobre,3000.0,0.0,0.0,0.0,0.0,5,0.4,6.0,0.0,0.0,0.4,18.0,0.0,6.0,2.2,6.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.2,120.0,0.0,180.0,450.0
4391,Pobre ext.,0.0,0.0,0.0,0.0,0.0,5,0.0,4.0,0.0,0.0,0.0,8.0,0.0,6.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.2,0.0,0.0,0.0,300.0
4392,Pobre ext.,0.0,0.0,0.0,0.0,0.0,4,0.0,2.0,0.0,0.0,0.0,3.75,0.25,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0
4393,No pobre,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,500.0,0.0
4394,Pobre no extr.,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
4395,Pobre ext.,0.0,0.0,0.0,0.0,0.0,6,0.0,1.875,0.0,0.0,0.0,3.75,0.0,11.25,0.75,18.75,0.0,3.75,0.0,0.0,0.0,0.0,0.125,0.0,0.5,0.0,0.375,0.0,0.0,0.0,0.0
4396,Pobre no extr.,0.0,0.0,0.0,0.0,1.0,2,0.0,5.0,0.0,0.0,0.0,10.0,0.3333333333333333,0.0,2.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
4397,Pobre ext.,0.0,0.0,0.0,0.0,0.0,7,0.0,3.75,0.0,0.0,0.0,7.5,0.625,3.75,0.25,18.75,1.125,0.0,0.0,0.0,0.0,0.0,0.375,0.0,1.375,0.0,0.125,625.0,0.0,37.5,0.0
4398,No pobre,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,1140.0
4399,No pobre,0.0,0.0,0.0,0.0,0.0,3,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,10.0,0.0,0.0,0.0,0.0,1666.6666666666667
4400,Pobre ext.,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.5,0.0,0.0,13.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0
4401,Pobre ext.,0.0,0.0,0.0,0.0,0.0,7,0.0,11.25,2.5,0.0,0.0,11.25,0.0,16.875,1.0,0.0,1.5,20.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.25,0.375,0.0,0.0,0.0,0.0
4402,Pobre ext.,0.0,0.0,0.0,0.0,0.0,2,0.0,5.0,0.0,0.0,0.0,5.0,0.16666666666666666,0.0,0.16666666666666666,11.666666666666666,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
4403,Pobre no extr.,0.0,0.0,0.0,0.0,0.0,5,0.3333333333333333,0.0,4.666666666666667,0.0,0.0,0.0,0.3333333333333333,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.8333333333333333,0.0,0.5,400.0,50.0,0.0,0.0
4404,Pobre no extr.,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,225.0,0.0,0.0,0.0
4405,Pobre no extr.,0.0,0.0,0.0,0.0,0.0,6,0.2857142857142857,8.571428571428571,1.1428571428571428,0.0,0.2857142857142857,4.285714285714286,0.0,8.571428571428571,0.0,14.285714285714286,1.4285714285714286,4.285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,1.5714285714285714,0.0,0.2857142857142857,0.0,0.0,0.0,0.0
4406,Pobre ext.,0.0,0.0,0.0,0.0,0.0,3,0.125,5.0,0.0,0.0,0.125,7.5,0.125,0.0,0.0,8.125,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.125,3.75,0.125,225.0,0.0,0.0,0.0
4407,Pobre ext.,0.0,0.0,0.0,0.0,2.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.1666666666666665,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,1.1666666666666667,708.3333333333334,50.0,0.0,0.0
4408,No pobre,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,10.0,3.6666666666666665,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,666.6666666666666,0.0,0.0,0.0
4409,Pobre ext.,0.0,0.0,0.0,0.0,0.0,5,0.125,0.0,0.0,0.0,0.125,0.0,0.375,0.0,0.125,16.875,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,468.75,0.0,0.0,0.0
4410,Pobre ext.,0.0,0.0,0.0,0.0,0.0,6,0.0,2.5,0.0,0.0,0.0,2.5,0.0,5.625,0.625,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,18.75,0.375,375.0,0.0,0.0,0.0
4411,Pobre no extr.,0.0,0.0,0.0,0.0,0.0,2,0.0,1.6666666666666667,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.16666666666666666,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,5.0,0.16666666666666666,200.0,0.0,0.0,0.0
4412,Pobre no extr.,0.0,0.0,0.0,0.0,0.0,4,0.0,6.0,0.0,0.0,0.0,6.0,0.2,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,6.0,0.2,312.0,0.0,0.0,0.0
4413,No pobre,0.0,0.0,0.0,0.0,1.0,2,0.0,2.5,0.0,0.0,0.0,2.5,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,390.0,0.0,0.0,450.0
4414,No pobre,300.0,0.0,0.0,0.0,0.0,2,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,10.0,1.0,1000.0,0.0,0.0,1500.0
4415,Pobre no extr.,0.0,0.0,0.0,0.0,0.0,3,0.0,4.0,0.0,0.0,0.0,4.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.4,6.0,0.4,520.0,0.0,0.0,0.0
4416,Pobre ext.,0.0,0.0,0.0,0.0,0.0,2,0.0,2.857142857142857,0.0,0.0,0.0,4.285714285714286,0.14285714285714285,0.0,1.4285714285714286,8.571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,142.85714285714286,0.0,0.0,208.57142857142858
4417,Pobre no extr.,0.0,0.0,0.0,0.0,0.0,4,0.2,0.0,0.0,0.0,0.2,0.0,0.6,6.0,0.8,6.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,300.0
4418,Pobre no extr.,0.0,0.0,0.0,0.0,0.0,3,0.0,2.5,0.0,0.0,0.0,5.0,0.25,0.0,1.5,2.5,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,500.0,0.0,0.0,0.0
4419,Pobre no extr.,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1000.0,0.0,0.0,0.0
4420,Pobre ext.,0.0,0.0,0.0,0.0,0.0,3,0.0,1.6666666666666667,0.0,0.0,0.0,5.0,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,333.3333333333333,0.0,0.0,0.0
4421,Pobre ext.,0.0,0.0,0.0,0.0,0.0,5,0.0,0.5714285714285714,0.0,0.0,0.0,8.571428571428571,0.0,0.0,1.1428571428571428,8.571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5714285714285714,0.0,0.5714285714285714,428.57142857142856,0.0,0.0,0.0
4422,No pobre,0.0,0.0,0.0,0.0,0.0,2,0.0,5.0,0.0,0.0,0.0,15.0,0.0,15.0,0.5,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,105.0,0.0
4423,Pobre no extr.,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.4,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,12.0,0.6,0.0,0.0,0.0,1200.0
4424,No pobre,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,6.0,0.6,12.0,0.4,0.0,0.0,0.0,0.0
4425,Pobre ext.,4000.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,375.0,0.0
4426,Pobre no extr.,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,300.0,0.0,0.0,0.0
4427,Pobre no extr.,0.0,0.0,0.0,0.0,0.0,4,0.0,8.571428571428571,0.0,0.0,0.0,8.571428571428571,0.0,15.0,0.14285714285714285,0.0,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.14285714285714285,0.0,0.0,42.857142857142854,0.0
4428,No pobre,0.0,0.0,0.0,0.0,0.0,4,0.0,5.0,0.0,0.0,0.0,5.0,0.0,7.5,0.25,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.25,0.0,0.0,0.0,0.0
4429,No pobre,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,0.5,0.0,0.0,0.0,0.0
4430,No pobre,0.0,0.0,0.0,0.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,1.0,0.0,0.0,0.0,50.0
4431,Pobre no extr.,0.0,0.0,0.0,0.0,0.0,4,0.0,6.666666666666667,0.0,0.0,0.0,10.0,0.16666666666666666,0.0,0.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,5.0,0.3333333333333333,0.0,0.0,0.0,0.0
4432,No pobre,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,4.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,533.3333333333334,0.0,100.0,0.0
4433,Pobre ext.,200.0,0.0,0.0,0.0,0.0,0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,300.0,0.0
4434,Pobre ext.,600.0,0.0,0.0,0.0,0.0,4,0.0,8.571428571428571,0.0,0.0,0.2857142857142857,0.0,0.42857142857142855,4.285714285714286,0.0,0.0,3.2857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,157.14285714285714,0.0,0.0,0.0
4435,No pobre,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.25,325.0,0.0,0.0,0.0
4436,No pobre,3000.0,0.0,0.0,0.0,0.0,4,0.0,7.5,1.5,0.0,0.0,7.5,0.0,7.5,1.5,0.0,0.75,0.0,0.0,0.0,0.75,0.0,0.0,0.0,4.0,0.0,0.25,0.0,0.0,0.0,750.0
4437,No pobre,300.0,0.0,0.0,0.0,0.0,4,0.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,600.0,1800.0
4438,No pobre,0.0,0.0,0.0,0.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,7.5,0.75,425.0,0.0,0.0,525.0
4439,Pobre no extr.,0.0,0.0,0.0,0.0,0.0,3,0.0,12.0,0.0,0.0,0.0,6.0,0.4,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.0,0.0,0.0,462.0
4440,No pobre,0.0,0.0,0.0,0.0,0.0,6,0.0,8.571428571428571,0.0,0.0,0.0,8.571428571428571,0.0,2.857142857142857,1.1428571428571428,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5714285714285714,0.0,0.14285714285714285,357.14285714285717,0.0,0.0,728.5714285714286
4441,Pobre ext.,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.75,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,325.0,0.0,0.0,0.0
4442,Pobre no extr.,0.0,0.0,0.0,0.0,0.0,5,0.0,9.0,0.0,0.0,0.0,18.0,0.0,6.0,0.6,4.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.2,0.0,0.0,0.0,0.0
4443,Pobre ext.,0.0,0.0,0.0,0.0,0.0,11,0.0,0.5882352941176471,0.0,0.0,0.058823529411764705,1.7647058823529411,0.11764705882352941,3.5294117647058822,1.1764705882352942,3.5294117647058822,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23529411764705882,0.0,0.0,0.0,88.23529411764706
4444,Pobre no extr.,0.0,0.0,0.0,0.0,0.0,3,0.16666666666666666,3.3333333333333335,0.0,0.0,0.0,5.0,0.16666666666666666,5.0,0.8333333333333334,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.16666666666666666,200.0,0.0,0.0,0.0
4445,Pobre no extr.,0.0,0.0,0.0,0.0,0.0,4,0.0,1.25,0.0,0.0,0.0,1.25,0.5,11.25,1.5,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,387.5,0.0,0.0,0.0
4446,Pobre no extr.,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0
4447,Pobre ext.,0.0,0.0,0.0,0.0,0.0,5,0.0,6.666666666666667,0.0,0.0,0.0,8.88888888888889,0.0,6.666666666666667,0.5555555555555556,2.2222222222222223,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
4448,Pobre ext.,0.0,0.0,0.0,0.0,0.0,3,0.0,1.6666666666666667,0.0,0.0,0.0,1.6666666666666667,0.0,3.3333333333333335,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.16666666666666666,200.0,0.0,0.0,0.0
4449,Pobre no extr.,300.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,225.0,0.0
4450,Pobre ext.,0.0,0.0,0.0,0.0,0.0,2,0.0,1.6666666666666667,0.6666666666666666,0.0,0.0,3.3333333333333335,0.0,10.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
4451,No pobre,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.5,22.5,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,600.0,0.0,0.0,0.0
4452,No pobre,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,10.0,0.3333333333333333,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,266.6666666666667,0.0,0.0,0.0
4453,Pobre ext.,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4454,Pobre no extr.,0.0,0.0,0.0,0.0,0.0,3,0.0,20.0,0.0,0.0,0.0,15.0,0.0,0.0,0.16666666666666666,0.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0
4455,Pobre ext.,300.0,0.0,0.0,0.0,0.0,0,0.0,4.0,0.0,0.0,0.0,2.0,0.4,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
4456,No pobre,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.25,325.0,0.0,0.0,0.0
4457,Pobre no extr.,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,1.6,0.0,0.0,0.0,0.4,0.0,1.2,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.2,0.0,1.4,6.0,0.6,1020.0,0.0,0.0,0.0
4458,No pobre,0.0,0.0,0.0,0.0,1.0,4,0.0,2.0,3.6,0.0,0.0,0.0,0.0,6.0,0.8,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,6.0,0.6,360.0,0.0,0.0,0.0
4459,Pobre no extr.,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,1.2,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.0,0.0,0.0,216.0
4460,Pobre no extr.,0.0,0.0,0.0,0.0,0.0,5,0.0,0.4444444444444444,0.8888888888888888,0.0,0.0,1.1111111111111112,0.0,20.0,0.5555555555555556,0.0,1.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,0.0,0.5555555555555556,0.0,0.0,0.0,0.0
4461,No pobre,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,4500.0
