,pobreza,P01F03,P15B02,P15B04,P15B06A,P13A02A,P06B01,P06B10A,P06B10B,P09A03B,P09A03C,P09B02B,P09B02C,P09F03B,P09F03C,P09F04B,P09F04C,P09F05B,P09F05C,P09F06B,P09F06C,P09F07B,P09F07C,P09F08B,P09F08C,P09F09B,P09F09C,P10B01,P10B08,P10B20B,P11A05B,P11A06B
95,Pobre no extr.,0.0,0.0,0.0,0.0,0.0,5,0.0,1.6666666666666667,0.0,0.0,0.0,3.3333333333333335,1.6666666666666667,5.0,0.6666666666666666,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,5.0,0.6666666666666666,1500.0,0.0,0.0,0.0
96,No pobre,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.6666666666666666,800.0,0.0,0.0,0.0
97,Pobre no extr.,0.0,0.0,0.0,0.0,1.0,3,0.5,2.5,0.0,0.0,0.0,2.5,0.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.5,650.0,0.0,0.0,0.0
98,Pobre no extr.,0.0,0.0,0.0,0.0,0.0,3,0.0,7.5,0.0,0.0,0.0,0.0,0.0,7.5,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.25,600.0,0.0,0.0,0.0
99,No pobre,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2800.0,0.0,0.0,0.0
100,No pobre,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,2200.0,0.0,0.0,0.0
101,No pobre,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,15.0,1.0,2450.0,0.0,0.0,0.0
102,No pobre,0.0,0.0,0.0,0.0,0.0,3,0.0,5.0,0.0,0.0,0.0,5.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,0.0,0.3333333333333333,833.3333333333334,0.0,0.0,0.0
103,No pobre,0.0,0.0,0.0,0.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.2,0.0,0.0,0.0,0.0
104,No pobre,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3333333333333333,1666.6666666666667,0.0,0.0,0.0
105,No pobre,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,15.0,1.0,4100.0,0.0,0.0,0.0
106,No pobre,60.0,0.0,0.0,0.0,0.0,3,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,15.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,1.0,933.3333333333334,0.0,95.0,0.0
107,No pobre,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.5,2000.0,0.0,0.0,0.0
108,Pobre no extr.,0.0,0.0,0.0,0.0,1.0,2,0.0,5.0,0.0,0.0,0.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.5,200.0,0.0,0.0,0.0
109,No pobre,0.0,0.0,0.0,0.0,0.0,3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,1625.0,0.0,0.0,0.0
110,No pobre,0.0,0.0,0.0,0.0,0.0,3,0.0,7.5,0.0,0.0,0.0,5.0,0.25,0.0,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.25,625.0,0.0,0.0,0.0
111,No pobre,0.0,0.0,0.0,0.0,1.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.4,0.0,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.6,1500.0,0.0,0.0,0.0
112,No pobre,0.0,0.0,0.0,0.0,0.0,4,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.4,9.0,0.4,1000.0,0.0,0.0,0.0
113,No pobre,0.0,0.0,0.0,0.0,0.0,4,0.0,2.0,0.0,0.0,0.0,0.0,0.2,0.0,1.8,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.8,0.0,2.0,0.0,0.2,700.0,0.0,0.0,0.0
114,No pobre,0.0,0.0,0.0,0.0,2.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.25,0.0,2.25,7.5,0.5,0.0,0.0,0.0,0.0
115,No pobre,0.0,0.0,0.0,0.0,0.0,3,0.0,1.25,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.5,1437.5,0.0,0.0,0.0
116,No pobre,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.6666666666666666,3000.0,0.0,0.0,0.0
117,No pobre,0.0,0.0,0.0,0.0,1.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.8,0.0,2.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.4,0.0,0.8,3140.0,0.0,0.0,0.0
118,No pobre,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1500.0,0.0
119,No pobre,0.0,0.0,0.0,0.0,0.0,4,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,2.1666666666666665,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,0.0,0.16666666666666666,400.0,0.0,500.0,0.0
120,No pobre,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,10.0,0.6666666666666666,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.6666666666666666,1666.6666666666667,0.0,0.0,0.0
121,No pobre,0.0,0.0,0.0,0.0,0.0,5,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.5714285714285714,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,2.0,0.0,0.42857142857142855,1214.2857142857142,0.0,102.85714285714286,0.0
122,No pobre,0.0,0.0,0.0,0.0,1.0,2,0.0,0.0,4.0,0.0,0.0,0.0,0.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
123,No pobre,1000.0,0.0,0.0,1.0,1.0,4,0.0,2.5,0.0,0.0,0.0,2.5,0.5,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.75,0.0,0.25,0.0,0.0,300.0,0.0
124,No pobre,0.0,0.0,0.0,0.0,0.0,3,0.0,2.5,0.0,0.0,0.0,2.5,0.0,1.25,0.75,7.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,12.5,0.25,875.0,0.0,0.0,0.0
125,No pobre,0.0,0.0,0.0,0.0,1.0,2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,15.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,2.5,0.0,0.5,0.0,0.0,500.0,0.0
126,No pobre,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,23.333333333333332,0.6666666666666666,1833.3333333333333,0.0,0.0,0.0
127,No pobre,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7000.0,0.0,0.0,0.0
128,No pobre,0.0,0.0,0.0,0.0,2.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.5,0.4,0.0,0.0,0.0,0.0,0.0,1.4,0.0,2.9,6.0,0.5,520.0,0.0,0.0,0.0
129,No pobre,0.0,0.0,0.0,0.0,0.0,5,0.0,12.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,3.2,0.0,0.4,1700.0,0.0,0.0,0.0
130,No pobre,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
131,No pobre,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1333.3333333333333,0.0,0.0,0.0
132,No pobre,0.0,0.0,0.0,0.0,0.0,3,0.25,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,0.0,0.25,875.0,0.0,0.0,275.0
133,No pobre,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,300.0,0.0
134,No pobre,0.0,0.0,0.0,0.0,1.0,5,0.0,0.0,0.0,0.0,0.0,4.285714285714286,0.0,0.0,0.5714285714285714,4.285714285714286,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.5714285714285714,4.285714285714286,0.8571428571428571,8.571428571428571,0.42857142857142855,342.85714285714283,0.0,285.7142857142857,0.0
135,No pobre,1000.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.5,700.0,0.0,750.0,0.0
136,No pobre,0.0,0.0,0.0,0.0,1.0,2,0.0,0.0,3.3333333333333335,0.0,0.0,0.0,0.0,10.0,1.3333333333333333,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,10.0,1.0,133.33333333333334,0.0,0.0,0.0
137,Pobre ext.,0.0,0.0,0.0,0.0,1.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.0,0.0,120.0,0.0
138,Pobre ext.,300.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.75,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,300.0,0.0,0.0,0.0
139,Pobre no extr.,0.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.5,600.0,0.0,0.0,0.0
140,Pobre no extr.,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.2,0.0,0.8,1040.0,0.0,0.0,0.0
141,Pobre no extr.,300.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333334,2.3333333333333335,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,16.666666666666668,0.6666666666666666,666.6666666666666,0.0,0.0,0.0
142,No pobre,0.0,0.0,0.0,0.0,0.0,6,0.5,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.5,0.0,0.3333333333333333,0.0,0.0,0.0,1.3333333333333333,20.0,0.0,0.0,1.0,5.0,0.3333333333333333,800.0,0.0,0.0,0.0
143,Pobre no extr.,0.0,0.0,0.0,0.0,0.0,5,0.0,2.142857142857143,0.0,0.0,0.0,2.142857142857143,0.0,11.428571428571429,0.0,4.285714285714286,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5714285714285714,571.4285714285714,0.0,0.0,0.0
144,Pobre ext.,0.0,0.0,0.0,0.0,2.0,4,0.0,2.5,0.0,0.0,0.0,5.0,0.0,7.5,0.625,0.0,0.25,0.0,0.0,0.0,0.375,0.0,0.0,0.0,1.0,7.5,0.375,125.0,0.0,37.5,0.0
145,Pobre ext.,0.0,0.0,0.0,0.0,3.0,5,0.0,3.3333333333333335,2.2222222222222223,0.0,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5555555555555556,3.3333333333333335,0.6666666666666666,155.55555555555554,0.0,0.0,0.0
146,No pobre,0.0,0.0,0.0,0.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
147,No pobre,0.0,0.0,0.0,0.0,1.0,4,0.0,3.75,0.0,0.0,0.0,15.0,0.5,3.75,0.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,15.0,0.5,750.0,0.0,0.0,0.0
148,No pobre,0.0,0.0,0.0,0.0,1.0,3,0.25,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.75,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.25,2.5,0.25,7.5,0.75,1100.0,0.0,0.0,1757.25
149,No pobre,0.0,0.0,0.0,0.0,0.0,6,0.16666666666666666,5.0,0.0,0.0,0.0,5.5,0.8333333333333334,13.333333333333334,2.5,10.0,0.16666666666666666,5.0,0.0,0.0,0.0,0.0,0.16666666666666666,8.333333333333334,1.6666666666666667,15.0,0.8333333333333334,3883.3333333333335,0.0,0.0,0.0
150,No pobre,0.0,0.0,13000.0,3.0,1.0,4,0.5,17.5,0.0,0.0,0.0,7.5,0.5,0.0,2.75,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.75,7250.0,0.0,0.0,0.0
151,No pobre,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0,0.5,5000.0,0.0,0.0,0.0
152,No pobre,0.0,0.0,0.0,0.0,1.0,4,0.0,10.0,1.0,0.0,0.0,10.0,0.0,5.0,0.5,7.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,6.25,1.25,0.0,0.5,0.0,0.0,0.0,0.0
153,No pobre,0.0,0.0,0.0,0.0,0.0,5,0.0,19.0,0.0,0.0,0.4,5.0,0.4,21.0,1.6,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.4,9.0,0.6,1660.0,0.0,0.0,0.0
154,No pobre,0.0,0.0,5500.0,1.0,1.0,3,0.0,6.0,1.4,0.0,0.0,0.0,0.6,6.0,0.6,0.0,0.0,0.0,0.2,6.0,0.0,0.0,0.0,10.0,1.0,6.0,0.6,840.0,0.0,0.0,0.0
155,No pobre,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1100.0,0.0,0.0,0.0
156,No pobre,0.0,0.0,0.0,0.0,1.0,3,0.0,26.666666666666668,0.0,0.0,0.0,20.0,0.0,6.666666666666667,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.6666666666666665,0.0,0.6666666666666666,666.6666666666666,0.0,0.0,1000.0
157,No pobre,0.0,0.0,0.0,0.0,1.0,3,0.0,1.6666666666666667,0.0,0.0,0.0,6.666666666666667,0.0,0.0,2.0,10.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,2.3333333333333335,0.0,0.6666666666666666,1166.6666666666667,0.0,0.0,0.0
158,No pobre,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,15.0,2.3333333333333335,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,2.3333333333333335,10.0,0.3333333333333333,833.3333333333334,0.0,0.0,0.0
159,No pobre,0.0,200.0,0.0,1.0,2.0,6,0.0,9.166666666666666,0.0,0.0,0.0,9.166666666666666,0.0,0.0,2.6666666666666665,0.0,0.16666666666666666,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.8333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
160,No pobre,200.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,3400.0,0.0,300.0,0.0
161,No pobre,0.0,150.0,0.0,1.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.5,15.0,1.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,1.0,15.0,1.0,300.0,0.0,0.0,0.0
162,No pobre,0.0,0.0,0.0,0.0,2.0,6,0.16666666666666666,8.333333333333334,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,1.3333333333333333,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,10.0,0.8333333333333334,15.0,0.5,416.6666666666667,0.0,0.0,0.0
163,No pobre,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1200.0,0.0,900.0,0.0
164,No pobre,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1650.0,0.0
165,Pobre no extr.,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,4.285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,2.0,4.285714285714286,0.5714285714285714,1271.4285714285713,0.0,0.0,0.0
166,No pobre,0.0,0.0,0.0,0.0,2.0,5,0.0,20.0,1.2,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.6,0.0,0.0,0.0,0.0
167,No pobre,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,3.25,0.0,0.0,0.0,0.0,0.0,0.0
168,No pobre,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1800.0,0.0
169,No pobre,0.0,0.0,0.0,0.0,0.0,2,0.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,15.0,1.5,15.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,225.0,0.0,1350.0,0.0
170,No pobre,0.0,0.0,0.0,0.0,0.0,3,0.0,3.75,0.0,0.0,0.0,0.0,0.75,0.0,1.75,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.5,1075.0,0.0,0.0,0.0
171,No pobre,0.0,0.0,0.0,0.0,1.0,5,0.6,12.0,0.0,0.0,0.0,0.0,1.4,0.0,0.2,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.0,3.2,12.0,0.6,700.0,0.0,0.0,0.0
172,No pobre,0.0,0.0,0.0,0.0,0.0,2,0.0,15.0,0.0,0.0,0.0,0.0,1.5,15.0,0.0,15.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5,0.0,0.5,1200.0,0.0,0.0,0.0
173,No pobre,0.0,0.0,0.0,0.0,0.0,3,0.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.5,0.25,500.0,0.0,0.0,0.0
174,No pobre,0.0,0.0,0.0,0.0,1.0,4,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.4,12.0,0.2,0.0,0.0,0.0,0.0
175,No pobre,120.0,0.0,0.0,0.0,0.0,5,0.0,7.5,0.0,0.0,0.0,0.0,0.16666666666666666,5.0,4.166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,2.0,0.0,0.3333333333333333,500.0,0.0,0.0,0.0
176,No pobre,0.0,0.0,0.0,0.0,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.4,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.2,0.0,0.4,160.0,0.0,0.0,0.0
177,No pobre,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4000.0,600.0,0.0,0.0
178,No pobre,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0
179,No pobre,10000.0,0.0,0.0,0.0,1.0,4,0.0,7.5,1.5,0.0,0.0,0.0,0.0,0.0,0.5,7.5,1.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,15.0,0.75,0.0,0.0,0.0,0.0
180,No pobre,420.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,0.0,0.3333333333333333,400.0,0.0,0.0,0.0
181,No pobre,0.0,0.0,0.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,12000.0,0.0,0.0,0.0
182,No pobre,0.0,0.0,0.0,0.0,0.0,2,0.0,27.5,0.0,0.0,0.0,7.5,0.0,20.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,1.0,22.5,2.0,0.0,1.0,9000.0,0.0,0.0,0.0
183,No pobre,0.0,0.0,0.0,0.0,1.0,3,0.0,15.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,20.0,0.6666666666666666,666.6666666666666,0.0,0.0,0.0
184,No pobre,0.0,0.0,0.0,1.0,0.0,5,0.0,8.0,0.0,0.0,0.4,6.0,0.4,0.0,0.6,6.0,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.2,9.0,0.4,3160.0,0.0,0.0,0.0
185,No pobre,0.0,0.0,0.0,0.0,0.0,3,0.0,6.666666666666667,0.0,0.0,0.0,13.333333333333334,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.3333333333333333,10.0,0.3333333333333333,3200.0,0.0,0.0,0.0
186,No pobre,0.0,0.0,0.0,0.0,2.0,4,0.0,0.0,0.0,0.0,0.0,1.25,0.0,16.25,1.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.25,1.5,7.5,1.0,1175.0,0.0,0.0,0.0
187,No pobre,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,0.0,1.0,1200.0,0.0,0.0,0.0
188,No pobre,0.0,0.0,0.0,0.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0
189,No pobre,0.0,0.0,0.0,0.0,0.0,5,0.0,6.0,0.0,0.0,0.0,6.0,0.0,6.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,2.4,6.0,0.4,2160.0,0.0,0.0,0.0
190,No pobre,0.0,0.0,0.0,0.0,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.5,2.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.5,1.5,0.0,0.75,600.0,0.0,0.0,0.0
191,No pobre,350.0,0.0,0.0,0.0,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1111111111111112,2.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2222222222222223,1.7777777777777777,10.0,0.3333333333333333,422.22222222222223,0.0,0.0,0.0
192,No pobre,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,300.0,0.0,0.0,0.0
193,No pobre,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,10.0,0.6666666666666666,2066.6666666666665,0.0,0.0,0.0
194,No pobre,0.0,0.0,0.0,0.0,1.0,2,0.0,15.0,1.5,0.0,0.0,0.0,1.0,0.0,2.5,0.0,0.5,0.0,0.5,15.0,0.0,0.0,0.0,0.0,2.5,0.0,1.0,0.0,0.0,450.0,0.0
